date,connect_code,rank,rating,wins,losses
2023-10-30 11:30:15.120499,BKM#819,Silver 1,1100.00,0,0
2023-10-30 11:30:15.734800,RADI#480,Silver 1,1156.35,8,12
2023-10-30 11:30:16.349226,BPC#883,Silver 1,1100.00,0,0
2023-10-30 11:30:17.271761,EMMKIM#0,Bronze 3,928.46,2,7
2023-10-30 11:30:17.833980,MERK#557,Silver 1,1100.00,0,0
2023-10-30 11:30:18.500384,GOOD#257,Silver 1,1100.00,0,0
2023-10-30 11:30:19.114713,MNRC#599,Bronze 2,787.24,4,18
2023-10-30 11:30:19.831886,LOVE#193,Silver 1,1100.00,0,0
2023-10-30 11:30:20.651724,EUGE#137,Silver 1,1100.00,0,0
2023-10-30 11:30:21.362282,PAN#172,Silver 1,1100.00,0,0
2023-10-30 11:30:22.084675,DFLC#633,Bronze 3,1053.33,6,11
2023-10-30 11:30:22.801668,TYLR#208,Silver 1,1100.00,0,0
2023-10-30 11:30:23.620122,KISS#288,Silver 1,1100.00,0,0
2023-10-30 11:30:24.155146,TK#502,Silver 1,1057.89,142,181
2023-10-30 11:30:24.689535,EZRA#430,Silver 1,1100.00,0,0
2023-10-30 11:30:25.227156,FROG#532,Silver 1,1138.15,140,164
2023-10-30 11:30:25.738234,CARC#668,Bronze 3,1034.50,12,19
2023-10-30 11:30:26.284429,CORR#228,Platinum 1,1758.75,67,59
2023-10-30 11:30:26.908641,OOPS#207,Silver 1,1100.00,0,0
2023-10-30 11:30:27.510788,PLAG#998,Silver 1,1100.00,0,0
2023-10-30 11:30:28.023434,GRAI#518,Bronze 3,1003.55,37,50
2023-10-30 11:30:28.553659,AHMA#265,Bronze 2,913.54,5,15
2023-10-30 11:30:29.150024,SHAI#375,Bronze 1,548.81,63,221
2023-10-30 11:30:29.659103,LARA#428,Gold 2,1558.97,234,254
2023-10-30 11:30:30.021648,KIND#929,,,,
2023-10-30 11:30:30.539327,SIN#798,Silver 1,1100.00,0,0
2023-10-30 11:30:31.197020,BOOS#905,Silver 1,1100.00,0,0
2023-10-30 11:30:31.687923,GISH#226,Bronze 2,858.87,15,40
2023-10-30 11:30:32.167699,BROC#473,Silver 1,1100.00,0,0
2023-10-30 11:30:32.719412,PEE#590,Gold 2,1615.80,44,25
2023-10-30 11:30:33.349330,FLOF#340,Silver 1,1100.00,0,0
2023-10-30 11:30:33.963804,COSM#621,Bronze 1,751.30,0,11
2023-10-30 11:30:34.578493,BUNG#943,Silver 1,1100.00,0,0
2023-10-30 11:30:35.192803,DNBA#927,Silver 1,1100.00,0,0
2023-10-30 11:30:35.807021,RAVN#529,Silver 2,1307.23,22,25
2023-10-30 11:30:36.421827,ALEC#636,Bronze 2,880.03,6,16
2023-10-30 11:30:37.161426,BEAN#689,Silver 1,1100.00,0,0
2023-10-30 11:30:37.801122,DUP#491,Silver 1,1100.00,0,0
2023-10-30 11:30:38.470327,SMAU#294,Silver 1,1100.00,0,0
2023-10-30 11:30:39.187018,CAST#449,Silver 1,1100.00,0,0
2023-10-30 11:30:40.006617,POOP#695,Bronze 3,1015.83,0,2
2023-10-30 11:30:40.720647,DYLN#854,Silver 1,1100.00,0,0
2023-10-30 11:30:41.285014,CLAR#813,Gold 1,1468.53,434,434
2023-10-30 11:30:42.155222,TORQ#574,Silver 1,1100.00,0,0
2023-10-30 11:30:42.732456,MUD#625,Bronze 2,903.59,72,143
2023-10-30 11:30:43.385147,DODO#123,Silver 1,1100.00,0,0
2023-10-30 11:30:43.929680,WILL#647,Silver 1,1100.00,0,0
2023-10-30 11:30:44.511476,CAMD#540,Silver 1,1125.69,20,25
2023-10-30 11:30:45.126768,RHES#943,Bronze 3,1036.39,4,10
2023-10-30 11:30:45.740630,QWEN#181,Silver 1,1100.00,0,0
2023-10-30 11:30:46.354673,NIKA#859,Silver 1,1100.00,0,0
2023-10-30 11:30:47.071361,DTRO#609,Silver 1,1100.00,0,0
2023-10-30 11:30:47.685205,RUNR#437,Silver 1,1100.00,0,0
2023-10-30 11:30:48.403179,DIRT#865,Silver 1,1100.00,0,0
2023-10-30 11:30:49.014560,EREC#805,Silver 1,1100.00,0,0
2023-10-30 11:30:49.631881,POOD#645,Silver 1,1100.00,0,0
2023-10-30 11:30:50.450922,WOLF#578,Silver 1,1100.00,0,0
2023-10-30 11:30:51.166876,CRON#792,Silver 1,1057.54,11,17
2023-10-30 11:30:51.758451,NFUL#933,Silver 3,1388.21,133,124
2023-10-30 11:30:52.294592,TROT#660,Silver 1,1100.00,0,0
2023-10-30 11:30:52.906980,BET#236,Silver 1,1100.00,0,0
2023-10-30 11:30:53.268885,LOP#347,,,,
2023-10-30 11:30:53.828426,PING#217,Silver 1,1100.00,0,0
2023-10-30 11:30:54.443272,MFSA#150,Silver 1,1100.00,0,0
2023-10-30 11:30:54.956978,XPON#332,Silver 3,1400.85,72,75
2023-10-30 11:30:55.468560,THRO#981,Silver 1,1120.65,5,11
2023-10-30 11:30:55.991776,LOU#143,Silver 1,1100.00,0,0
2023-10-30 11:30:56.602972,YUIU#758,Silver 1,1100.00,0,0
2023-10-30 11:30:57.208061,BAKL#847,Silver 1,1100.00,0,0
2023-10-30 11:30:57.823945,CLOW#542,Silver 1,1100.00,0,0
2023-10-30 11:30:58.333814,WASL#014,Silver 1,1171.69,2,3
2023-10-30 11:30:59.155171,1LEC#0,Silver 1,1100.00,0,0
2023-10-30 11:30:59.767435,GOUG#933,Silver 1,1100.00,0,0
2023-10-30 11:31:00.382889,LINC#222,Silver 1,1100.00,0,0
2023-10-30 11:31:00.993839,BIG#632,Silver 3,1339.30,54,47
2023-10-30 11:31:01.611026,DAIR#420,Bronze 3,1045.75,17,29
2023-10-30 11:31:02.327885,MAHO#791,Silver 3,1342.22,98,95
2023-10-30 11:31:03.456288,TERA#118,Silver 1,1100.00,0,0
2023-10-30 11:31:04.478219,KOHL#537,Silver 1,1100.00,0,0
2023-10-30 11:31:05.196006,MGMA#124,Silver 1,1100.00,0,0
2023-10-30 11:31:06.070116,KEKW#571,Silver 1,1100.00,0,0
2023-10-30 11:31:06.730887,BIGZ#954,Silver 1,1100.00,0,0
2023-10-30 11:31:07.345437,BAT#439,Silver 1,1100.00,0,0
2023-10-30 11:31:08.266981,REBR#262,Silver 1,1100.00,0,0
2023-10-30 11:31:08.977937,S#3,Silver 1,1100.00,0,0
2023-10-30 11:31:09.599584,DILL#113,Silver 1,1100.00,0,0
2023-10-30 11:31:10.213067,WAPO#994,Silver 1,1100.00,0,0
2023-10-30 11:31:10.829348,CBUR#948,Silver 1,1100.00,0,0
2023-10-30 11:31:12.669323,DIAN#534,Silver 1,1100.00,0,0
2023-10-30 11:31:13.321012,TEKK#703,Silver 1,1100.00,0,0
2023-10-30 11:31:15.744682,ASH#911,Silver 1,1100.00,0,0
2023-10-30 11:31:17.280263,KCHE#925,Silver 1,1100.00,0,0
2023-10-30 11:31:18.304178,CRAZ#125,Silver 1,1100.00,0,0
2023-10-30 11:31:18.918636,BLIU#444,Bronze 3,1004.65,6,14
2023-10-30 11:31:19.738211,JOE#433,Silver 1,1100.00,0,0
2023-10-30 11:31:20.455015,SWIX#174,Silver 1,1100.00,0,0
2023-10-30 11:31:21.172123,ABBY#557,Silver 1,1100.00,0,0
2023-10-30 11:31:22.093420,CORD#490,Silver 1,1100.00,0,0
2023-10-30 11:31:22.708061,ZU#419,Silver 1,1100.00,0,0
2023-10-30 11:31:23.322588,BABE#605,Bronze 2,854.12,9,18
2023-10-30 11:31:24.141820,GONK#0,Silver 1,1100.00,0,0
2023-10-30 11:31:24.859217,YAN#615,Bronze 3,930.56,1,6
2023-10-30 11:31:25.472943,DE#344,Silver 1,1100.00,0,0
2023-10-30 11:31:26.088416,DOG#764,Bronze 3,971.18,5,12
2023-10-30 11:31:26.804064,DCDC#355,Bronze 2,846.04,2,8
2023-10-30 11:31:27.329553,GLIT#101,Silver 1,1100.00,0,0
2023-10-30 11:31:27.930417,SLTH#665,Bronze 3,971.95,27,51
2023-10-30 11:31:28.459856,TOOF#553,Silver 1,1100.00,0,0
2023-10-30 11:31:29.057065,MUNG#807,Bronze 3,993.23,0,3
2023-10-30 11:31:29.671594,NUNZ#957,Silver 1,1100.00,0,0
2023-10-30 11:31:30.285713,SNOP#902,Silver 1,1100.00,0,0
2023-10-30 11:31:30.900723,FNAN#975,Silver 1,1100.00,0,0
2023-10-30 11:31:31.924197,ABOO#649,Silver 1,1100.00,0,0
2023-10-30 11:31:32.641504,HEH#0,Bronze 3,959.39,34,56
2023-10-30 11:31:33.562934,DING#371,Bronze 2,870.59,3,11
2023-10-30 11:31:34.484484,TLON#396,Silver 1,1100.00,0,0
2023-10-30 11:31:34.844127,RAY#880,,,,
2023-10-30 11:31:35.733729,CLAP#606,Silver 1,1100.00,0,0
2023-10-30 11:31:36.840557,TREE#881,Silver 3,1403.16,41,43
2023-10-30 11:31:37.659711,THC#827,Silver 1,1100.00,0,0
2023-10-30 11:31:38.376967,JWAL#818,Silver 1,1100.00,0,0
2023-10-30 11:31:39.052479,BORK#943,Silver 1,1100.00,0,0
2023-10-30 11:31:39.707322,PONG#863,Silver 1,1100.00,0,0
2023-10-30 11:31:40.629008,EVFS#265,Silver 1,1100.00,0,0
2023-10-30 11:31:41.345646,CHIP#649,Silver 1,1100.00,0,0
2023-10-30 11:31:42.062419,ASH#822,Silver 1,1100.00,0,0
2023-10-30 11:31:43.578505,VELA#855,Silver 1,1100.00,0,0
2023-10-30 11:31:44.094204,XAIB#762,Silver 1,1100.00,0,0
2023-10-30 11:31:44.724932,GHOST#00,Bronze 3,1033.14,45,60
2023-10-30 11:31:45.264760,AIDA#858,Silver 1,1100.00,0,0
2023-10-30 11:31:45.952304,DREY#530,Silver 1,1100.00,0,0
2023-10-30 11:31:46.467251,SHY#543,Silver 3,1422.26,58,61
2023-10-30 11:31:47.080225,BIGM#944,Silver 1,1100.00,0,0
2023-10-30 11:31:47.694690,FF#534,Silver 1,1100.00,0,0
2023-10-30 11:31:48.455944,HEX#685,Bronze 3,1014.13,0,2
2023-10-30 11:31:49.412411,DEEZ#499,Silver 1,1100.00,0,0
2023-10-30 11:31:50.048761,PIX#535,Silver 1,1100.00,0,0
2023-10-30 11:31:50.665398,ICE#294,Silver 1,1100.00,0,0
2023-10-30 11:31:51.422364,BATM#193,Silver 1,1100.00,0,0
2023-10-30 11:31:52.200412,JACK#432,Silver 1,1110.78,19,23
2023-10-30 11:31:53.018666,ZAY#144,Silver 1,1100.00,0,0
2023-10-30 11:31:53.531710,BF#493,Bronze 2,821.20,0,7
2023-10-30 11:31:54.294871,WOOD#170,Silver 1,1100.00,0,0
2023-10-30 11:31:55.064731,MUSH#286,Silver 1,1100.00,0,0
2023-10-30 11:31:55.682236,SEAM#911,Bronze 3,962.59,19,30
2023-10-30 11:31:56.268164,DILL#494,Silver 1,1100.00,0,0
2023-10-30 11:31:57.134615,JMC#499,Silver 1,1100.00,0,0
2023-10-30 11:31:58.242538,DMLO#799,Silver 1,1100.00,0,0
2023-10-30 11:31:59.163934,SSC#23,Silver 1,1128.05,19,29
2023-10-30 11:31:59.882600,YEET#210,Silver 1,1100.00,0,0
2023-10-30 11:32:00.495511,MEOW#339,Silver 2,1247.39,14,19
2023-10-30 11:32:01.142110,VHS#396,Silver 1,1100.00,0,0
2023-10-30 11:32:01.826732,CLOR#884,Silver 1,1100.00,0,0
2023-10-30 11:32:02.645635,BUCK#103,Silver 1,1100.00,0,0
2023-10-30 11:32:03.567344,ESIZ#402,Silver 1,1100.00,0,0
2023-10-30 11:32:04.488903,BIRB#196,Silver 3,1324.38,6,8
2023-10-30 11:32:05.103201,BURR#932,Bronze 3,1053.56,1,3
2023-10-30 11:32:05.820117,JUNE#388,Silver 1,1100.00,0,0
2023-10-30 11:32:06.503804,GLIT#280,Silver 1,1100.00,0,0
2023-10-30 11:32:07.050008,SAWZ#792,Silver 1,1100.00,0,0
2023-10-30 11:32:07.765904,ACAB#668,Silver 1,1100.00,0,0
2023-10-30 11:32:08.483041,DEAR#578,Silver 1,1100.00,0,0
2023-10-30 11:32:09.069128,ERTH#3,Silver 1,1067.44,0,1
2023-10-30 11:32:10.244043,NIGH#363,Silver 1,1100.00,0,0
2023-10-30 11:32:11.057120,TREE#227,Silver 1,1100.00,0,0
2023-10-30 11:32:11.781151,BONG#449,Silver 1,1100.00,0,0
2023-10-30 11:32:12.476452,BEGR#580,Silver 1,1100.00,0,0
2023-10-30 11:32:13.090269,WAZ#493,Silver 1,1100.00,0,0
2023-10-30 11:32:13.909827,MEEK#534,Silver 1,1100.00,0,0
2023-10-30 11:32:15.138970,ESRL#431,Bronze 2,774.48,15,43
2023-10-30 11:32:16.163052,WOLF#291,Silver 1,1100.00,0,0
2023-10-30 11:32:17.802371,JEZZ#662,Bronze 2,834.29,0,7
2023-10-30 11:32:19.027298,EN#300,Silver 1,1100.00,0,0
2023-10-30 11:32:19.848614,OHFU#355,Bronze 1,727.88,0,9
2023-10-30 11:32:20.564488,HOFF#814,Silver 1,1100.00,0,0
2023-10-30 11:32:21.089459,MALI#505,Bronze 2,787.09,66,191
2023-10-30 11:32:21.998231,KING#790,Silver 1,1100.00,0,0
2023-10-30 11:32:22.818218,DWJ#944,Bronze 1,470.04,9,67
2023-10-30 11:32:23.535343,MINT#234,Silver 1,1100.00,0,0
2023-10-30 11:32:24.148524,KEL#0,Bronze 3,1036.72,19,28
2023-10-30 11:32:24.698973,AGUY#289,Silver 1,1100.00,0,0
2023-10-30 11:32:25.483077,PYRO#253,Silver 1,1100.00,0,0
2023-10-30 11:32:26.094894,DRAC#524,Bronze 1,740.16,1,12
2023-10-30 11:32:26.709554,CHAN#725,Silver 1,1100.00,0,0
2023-10-30 11:32:27.323153,WAD#463,Silver 1,1100.00,0,0
2023-10-30 11:32:28.082282,LITH#988,Silver 1,1057.30,2,4
2023-10-30 11:32:28.654841,PILS#731,Silver 1,1170.72,20,28
2023-10-30 11:32:29.531677,ERIC#883,Silver 1,1100.00,0,0
2023-10-30 11:32:30.396444,DRUW#660,Silver 1,1100.00,0,0
2023-10-30 11:32:31.006617,SOUP#261,Silver 1,1100.00,0,0
2023-10-30 11:32:31.727443,CHUB#386,Silver 1,1100.00,0,0
2023-10-30 11:32:33.102157,HANZ#660,Silver 1,1100.00,0,0
2023-10-30 11:32:34.286667,JARS#493,Silver 1,1100.00,0,0
2023-10-30 11:32:35.560919,TONY#646,Silver 1,1100.00,0,0
2023-10-30 11:32:37.898837,HAZY#0,Gold 2,1641.44,23,18
2023-10-30 11:32:38.793120,GEN#870,Silver 3,1434.39,81,82
2023-10-30 11:32:40.805523,SLOG#897,Silver 1,1100.00,0,0
2023-10-30 11:32:42.071512,SLIK#766,Silver 1,1100.00,0,0
2023-10-30 11:32:44.117750,TRON#590,Bronze 3,1005.19,4,6
2023-10-30 11:32:45.345984,GMM#955,Silver 2,1269.85,16,16
2023-10-30 11:32:46.165836,YO#886,Silver 1,1100.00,0,0
2023-10-30 11:32:46.982465,VOID#989,Bronze 2,894.47,7,17
2023-10-30 11:32:48.522968,PBR#708,Silver 1,1100.00,0,0
2023-10-30 11:32:49.237660,LOVE#781,Silver 3,1356.59,15,17
2023-10-30 11:32:51.287152,EGG#164,Silver 1,1100.00,0,0
2023-10-30 11:32:52.515188,BOB#354,Silver 1,1100.00,0,0
2023-10-30 11:32:53.335302,DODO#570,Bronze 2,911.09,2,11
2023-10-30 11:32:54.311717,JOTY#425,Silver 1,1100.00,0,0
2023-10-30 11:32:55.793735,KOBE#196,Silver 2,1251.86,22,26
2023-10-30 11:32:56.613075,BIGL#145,Bronze 2,905.87,0,3
2023-10-30 11:32:57.227551,KGZZ#772,Bronze 3,961.31,5,12
2023-10-30 11:32:58.050788,SMZ#485,Silver 1,1100.00,0,0
2023-10-30 11:32:58.865397,WAFF#449,Silver 1,1100.00,0,0
2023-10-30 11:32:59.684571,TIMM#918,Silver 1,1100.00,0,0
2023-10-30 11:33:00.401558,WILL#869,Silver 1,1100.00,0,0
2023-10-30 11:33:01.118218,RIPP#819,Silver 1,1100.00,0,0
2023-10-30 11:33:01.835137,PRTY#728,Silver 2,1251.27,13,16
2023-10-30 11:33:02.962170,FXNT#943,Silver 1,1100.00,0,0
2023-10-30 11:33:03.883745,MANF#818,Silver 1,1100.00,0,0
2023-10-30 11:33:06.031472,JUAS#601,Silver 1,1100.00,0,0
2023-10-30 11:33:06.865740,BRUH#497,Silver 1,1100.00,0,0
2023-10-30 11:33:07.669863,TAY#717,Silver 1,1100.00,0,0
2023-10-30 11:33:09.475296,DIG#0,Silver 1,1100.00,0,0
2023-10-30 11:33:12.278556,WJE#467,Silver 1,1100.00,0,0
2023-10-30 11:33:15.333748,PNDA#250,Silver 1,1100.00,0,0
2023-10-30 11:33:17.105243,MIKE#898,Silver 1,1100.00,0,0
2023-10-30 11:33:19.038885,UHFE#589,Silver 1,1100.00,0,0
2023-10-30 11:33:19.858153,CBRA#474,Bronze 3,924.19,53,76
2023-10-30 11:33:22.009200,RIAM#338,Bronze 1,609.27,7,34
2023-10-30 11:33:24.261607,MAGE#324,Silver 1,1100.00,0,0
2023-10-30 11:33:25.285624,MATT#935,Silver 1,1100.00,0,0
2023-10-30 11:33:26.922025,BEAR#738,Silver 1,1100.00,0,0
2023-10-30 11:33:27.610941,FLOT#952,Silver 1,1100.00,0,0
2023-10-30 11:33:28.402821,FISH#1,Silver 1,1100.00,0,0
2023-10-30 11:33:29.279778,FAIR#984,Silver 1,1100.00,0,0
2023-10-30 11:33:29.893778,NMS#656,Silver 3,1321.10,28,34
2023-10-30 11:33:30.917713,PAFB#457,Silver 1,1100.00,0,0
2023-10-30 11:33:31.532161,JIGI#358,Silver 1,1100.00,0,0
2023-10-30 11:33:32.146451,BOOM#124,Bronze 3,993.99,4,14
2023-10-30 11:33:32.727386,ESPE#551,Silver 1,1100.00,0,0
2023-10-30 11:33:33.470846,UNIT#561,Silver 1,1100.00,0,0
2023-10-30 11:33:33.989907,ZARH#125,Silver 1,1085.56,1,3
2023-10-30 11:33:34.836587,ALEX#162,Silver 1,1100.00,0,0
2023-10-30 11:33:35.525936,JOJO#462,Silver 1,1100.00,0,0
2023-10-30 11:33:36.141255,DST#861,Gold 2,1588.21,59,55
2023-10-30 11:33:36.959676,DIRT#178,Silver 1,1100.00,0,0
2023-10-30 11:33:37.676217,MPT#441,Bronze 1,629.85,6,26
2023-10-30 11:33:38.495192,STOR#558,Silver 3,1343.73,7,6
2023-10-30 11:33:39.417293,LARS#130,Silver 1,1060.33,0,1
2023-10-30 11:33:40.644147,TOAT#978,Bronze 3,987.87,2,7
2023-10-30 11:33:41.261508,BRAD#711,Silver 1,1178.42,45,50
2023-10-30 11:33:41.874825,KREZ#505,Silver 2,1227.17,121,129
2023-10-30 11:33:42.796404,ULTI#582,Silver 1,1100.00,0,0
2023-10-30 11:33:43.411033,ASH#608,Bronze 3,939.69,11,23
2023-10-30 11:33:44.024040,OCTO#376,Silver 1,1100.00,0,0
2023-10-30 11:33:45.287243,JESE#493,Silver 3,1409.21,204,177
2023-10-30 11:33:46.176135,RARE#615,Silver 1,1100.00,0,0
2023-10-30 11:33:46.890475,GERA#806,Bronze 3,935.58,0,5
2023-10-30 11:33:47.809181,FRNK#511,Silver 1,1100.00,0,0
2023-10-30 11:33:48.632477,FOOS#915,Silver 1,1100.00,0,0
2023-10-30 11:33:49.798353,DEEZ#762,Silver 1,1100.00,0,0
2023-10-30 11:33:51.194341,TFNS#195,Silver 1,1100.00,0,0
2023-10-30 11:33:52.444174,WHOA#534,Silver 1,1100.00,0,0
2023-10-30 11:33:53.344435,KORI#345,Silver 1,1100.00,0,0
2023-10-30 11:33:54.367330,DREW#217,Silver 1,1100.00,0,0
2023-10-30 11:33:55.698182,FANN#494,Silver 1,1100.00,0,0
2023-10-30 11:33:56.723164,SYN#457,Silver 1,1100.00,0,0
2023-10-30 11:33:57.632592,CCCW#672,Silver 1,1100.00,0,0
2023-10-30 11:33:58.620469,OBES#914,Silver 1,1100.00,0,0
2023-10-30 11:33:59.590506,PICK#520,Silver 1,1100.00,0,0
2023-10-30 11:34:00.334908,SARP#642,Silver 1,1100.00,0,0
2023-10-30 11:34:01.945452,CATO#396,Bronze 3,934.84,7,14
2023-10-30 11:34:02.922418,WASE#512,Silver 1,1100.00,0,0
2023-10-30 11:34:03.684870,GANT#256,Silver 1,1100.00,0,0
2023-10-30 11:34:04.651359,POOP#110,Silver 1,1100.00,0,0
2023-10-30 11:34:05.630380,ZACH#739,Gold 1,1529.60,92,84
2023-10-30 11:34:06.450400,DWNZ#876,Silver 1,1100.00,0,0
2023-10-30 11:34:07.202232,CCDD#124,Silver 3,1334.90,14,14
2023-10-30 11:34:07.805556,MENC#285,Silver 1,1100.00,0,0
2023-10-30 11:34:08.395652,EGG#986,Silver 1,1100.00,0,0
2023-10-30 11:34:08.908709,GATS#315,Bronze 2,861.41,2,9
2023-10-30 11:34:09.561957,GRIM#1,Silver 1,1185.36,18,22
2023-10-30 11:34:10.106924,RADE#785,Silver 1,1100.00,0,0
2023-10-30 11:34:11.101061,SKET#199,Silver 1,1100.00,0,0
2023-10-30 11:34:11.672501,LNEE#958,Silver 1,1100.00,0,0
2023-10-30 11:34:13.106189,JEWI#250,Silver 1,1100.00,0,0
2023-10-30 11:34:14.019452,OZEO#563,Silver 1,1100.00,0,0
2023-10-30 11:34:14.642966,YBIO#699,Silver 1,1100.00,0,0
2023-10-30 11:34:15.256594,EDGE#705,Silver 1,1168.63,30,36
2023-10-30 11:34:15.787666,JEAN#201,Silver 1,1100.00,0,0
2023-10-30 11:34:16.383572,POPT#785,Silver 1,1100.00,0,0
2023-10-30 11:34:16.895467,KUSO#872,Silver 1,1100.00,0,0
2023-10-30 11:34:17.509502,KING#705,Silver 3,1343.00,26,26
2023-10-30 11:34:18.329624,ZEN#282,Silver 1,1100.00,0,0
2023-10-30 11:34:18.943137,SCUM#776,Silver 1,1100.00,0,0
2023-10-30 11:34:19.455868,BRCH#263,Silver 1,1100.00,0,0
2023-10-30 11:34:19.967301,EMJ#775,Silver 1,1100.00,0,0
2023-10-30 11:34:20.838270,TEQU#882,Silver 1,1100.00,0,0
2023-10-30 11:34:22.286853,CRES#356,Silver 1,1100.00,0,0
2023-10-30 11:34:23.142165,BEAN#675,Silver 3,1366.05,53,64
2023-10-30 11:34:23.960947,MLR#460,Silver 1,1100.00,0,0
2023-10-30 11:34:24.737211,BAIL#596,Silver 1,1100.00,0,0
2023-10-30 11:34:25.223666,BRIC#804,Gold 1,1535.88,88,81
2023-10-30 11:34:26.379863,PNKS#224,Silver 1,1100.00,0,0
2023-10-30 11:34:27.033097,LITT#252,Silver 1,1100.00,0,0
2023-10-30 11:34:27.619004,ARCH#894,Silver 1,1100.00,0,0
2023-10-30 11:34:28.671633,GANN#776,Silver 1,1100.00,0,0
2023-10-30 11:34:29.257264,UNVD#693,Silver 1,1100.00,0,0
2023-10-30 11:34:29.765114,BOOP#333,Silver 2,1210.57,11,15
2023-10-30 11:34:30.414023,DAIR#374,Silver 1,1100.00,0,0
2023-10-30 11:34:31.023480,SLGR#814,Silver 1,1100.00,0,0
2023-10-30 11:34:31.528475,BAKE#903,Silver 1,1100.00,0,0
2023-10-30 11:34:32.255720,PAPE#314,Silver 1,1100.00,0,0
2023-10-30 11:34:32.870361,DRU#489,Silver 3,1338.48,24,24
2023-10-30 11:34:33.431836,NAPO#493,Silver 1,1100.00,0,0
2023-10-30 11:34:34.118663,DXTR#424,Silver 1,1100.00,0,0
2023-10-30 11:34:34.608625,WOOD#225,Silver 1,1100.00,0,0
2023-10-30 11:34:35.126124,MILK#247,Bronze 3,947.95,1,6
2023-10-30 11:34:35.682751,PBR#374,Gold 1,1475.21,32,30
2023-10-30 11:34:36.221278,HRHY#540,Silver 1,1100.00,0,0
2023-10-30 11:34:36.736227,GALA#211,Bronze 3,988.01,0,2
2023-10-30 11:34:37.329557,MIST#801,Silver 1,1100.00,0,0
2023-10-30 11:34:37.877022,BACH#153,Silver 1,1100.00,0,0
2023-10-30 11:34:38.461676,ALFA#927,Silver 1,1100.00,0,0
2023-10-30 11:34:38.969111,MMAN#140,Silver 1,1100.00,0,0
2023-10-30 11:34:39.493525,CHUK#294,Silver 1,1100.00,0,0
2023-10-30 11:34:39.991553,PHON#611,Silver 1,1100.00,0,0
2023-10-30 11:34:40.471911,SPAR#355,Silver 2,1236.32,6,9
2023-10-30 11:34:41.574352,KZX#262,Silver 1,1100.00,0,0
2023-10-30 11:34:42.253701,LEGO#282,Silver 1,1100.00,0,0
2023-10-30 11:34:42.816636,IXIL#889,Silver 1,1100.00,0,0
2023-10-30 11:34:43.360896,CL#924,Silver 1,1100.00,0,0
2023-10-30 11:34:43.883126,THEN#829,Silver 2,1216.68,47,57
2023-10-30 11:34:44.401534,GG#288,Silver 1,1100.00,0,0
2023-10-30 11:34:45.632062,MCFC#191,Silver 1,1100.00,0,0
2023-10-30 11:34:46.384933,LEAF#342,Bronze 2,852.51,159,281
2023-10-30 11:34:47.038272,BLUB#534,Silver 1,1100.00,0,0
2023-10-30 11:34:47.762802,ORT#193,Silver 1,1100.00,0,0
2023-10-30 11:34:48.587961,RYAN#115,Silver 1,1100.00,0,0
2023-10-30 11:34:49.435646,PNDA#513,Bronze 3,1002.29,1,5
2023-10-30 11:34:50.060739,DADL#224,Silver 1,1100.00,0,0
2023-10-30 11:34:51.128744,ZAM#0,Silver 1,1108.20,2,4
2023-10-30 11:34:51.921207,HERM#104,Silver 1,1100.00,0,0
2023-10-30 11:34:52.921770,TPSY#739,Bronze 2,911.50,16,34
2023-10-30 11:34:53.511303,ERRO#449,Silver 1,1100.00,0,0
2023-10-30 11:34:54.019261,CREA#824,Silver 1,1100.00,0,0
2023-10-30 11:34:54.632840,BZQ#573,Bronze 3,972.43,17,26
2023-10-30 11:34:55.455316,LAGG#856,Silver 1,1100.00,0,0
2023-10-30 11:34:56.140766,BRVO#698,Silver 1,1100.00,0,0
2023-10-30 11:34:56.609959,MATH#314,Silver 1,1100.00,0,0
2023-10-30 11:34:57.485422,VECT#293,Silver 1,1100.00,0,0
2023-10-30 11:34:58.063416,BIRD#970,Bronze 1,642.25,4,21
2023-10-30 11:34:59.023775,PFUO#231,Silver 1,1100.00,0,0
2023-10-30 11:35:00.386236,REES#349,Silver 1,1100.00,0,0
2023-10-30 11:35:01.202796,GUPP#430,Bronze 3,1019.94,0,2
2023-10-30 11:35:02.149376,TONY#959,Silver 1,1100.00,0,0
2023-10-30 11:35:03.005425,TIME#103,Silver 3,1435.35,137,133
2023-10-30 11:35:04.676422,GDB#449,Silver 1,1100.00,0,0
2023-10-30 11:35:05.841075,TOAB#358,Silver 1,1100.00,0,0
2023-10-30 11:35:06.785094,PENG#569,Silver 1,1100.00,0,0
2023-10-30 11:35:07.426970,ASHA#0,Silver 1,1100.00,0,0
2023-10-30 11:35:07.978921,LATX#190,Silver 2,1198.68,115,137
2023-10-30 11:35:08.484816,SHME#477,Silver 1,1100.00,0,0
2023-10-30 11:35:09.020183,BKIN#694,Silver 1,1137.31,88,163
2023-10-30 11:35:09.577250,MOIS#618,Silver 1,1100.00,0,0
2023-10-30 11:35:10.303695,IVYR#463,Bronze 2,805.48,0,10
2023-10-30 11:35:10.806859,XD#847,Silver 1,1138.41,2,3
2023-10-30 11:35:11.287502,GEEB#785,Silver 1,1100.00,0,0
2023-10-30 11:35:11.818082,SCRO#380,Silver 1,1140.45,16,23
2023-10-30 11:35:12.307146,FEEN#548,Bronze 3,974.70,0,2
2023-10-30 11:35:12.789912,SOBS#465,Silver 2,1246.54,10,13
2023-10-30 11:35:13.289388,TTHR#749,Silver 1,1100.00,0,0
